 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor médio intern por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"230860 Monsenhor Tabosa";...;...;...;...;...;...;463,07;313,93;309,84;311,32;310,32;299,97;336,94;404,72;401,10;388,97;360,85;442,06;...;...;336,78;322,03;320,17;400,49;430,20;361,56;337,62;414,17;340,11;367,96;387,14;376,33;393,72;378,77;378,35;370,57;363,08;382,10;368,80;413,14;390,56;383,32;412,60;388,27;352,48;335,31;318,26;329,74;338,33;373,38;399,71;338,56;367,56;315,22;342,55;332,15;331,49;312,34;295,20;284,55;307,97;298,18;334,33;333,34;303,54;291,61;284,71;335,15;300,99;275,39;283,26;309,00;315,39;319,90;318,03;313,11;304,25;294,60;280,25;347,87;326,71;297,77;305,75;317,73;372,99;343,57;347,69;324,70;337,87;319,06;316,73;276,82;364,35;303,69;375,72;394,84;314,08;364,58;363,21;439,52;335,43;373,46;369,20;322,81;369,91;393,70;377,19;373,53;401,03;384,18;411,17;374,56;415,71;359,33;364,78;403,13;486,46;388,60;395,48;379,60;427,91;387,00;347,20;386,93;344,09;363,80;414,39;355,98;418,85;385,30;367,08;381,78;382,52;369,52;337,33;355,65;372,03;354,63;384,45;383,47;378,96;417,86;397,35;406,34;498,46;411,93;442,46;375,68;449,47;397,88;409,49;398,76;386,29;477,95;424,44;481,23;537,41;475,94;453,90;451,90;546,01;386,99;496,19;1076,01;634,75;889,65;...;360,14
"230870 Morada Nova";...;...;...;...;434,74;436,74;625,09;459,34;418,09;456,22;419,10;426,77;449,84;452,41;433,96;425,34;424,18;442,19;465,81;476,21;508,17;461,34;438,52;451,38;433,43;452,88;388,96;447,25;455,10;451,50;441,23;457,78;447,36;449,71;446,15;410,87;437,77;453,78;411,25;480,02;412,85;406,82;438,87;456,59;455,18;487,35;487,80;427,90;440,84;407,74;400,15;445,93;410,66;423,27;431,72;492,35;483,89;455,92;498,74;436,53;470,12;476,01;542,46;460,78;402,09;438,79;400,71;386,92;398,79;414,28;417,75;468,70;469,29;480,33;483,46;443,27;461,61;480,58;417,51;451,70;456,75;418,40;497,95;447,95;446,92;429,32;439,99;435,84;470,17;450,68;433,64;452,40;419,21;462,40;451,71;438,49;454,39;435,33;434,24;449,09;440,62;450,96;414,80;434,76;437,70;457,83;493,38;472,68;457,38;440,82;382,63;400,37;405,96;400,23;347,29;416,92;349,32;390,62;360,72;400,10;400,29;407,93;417,43;405,81;424,89;406,94;446,31;476,54;439,79;419,80;427,96;416,62;438,66;433,49;440,61;426,63;440,37;446,10;431,24;421,69;478,46;422,56;427,68;448,07;447,80;413,24;406,57;420,47;430,07;460,50;462,37;425,76;441,49;423,71;419,99;510,95;742,58;631,31;506,28;532,80;545,32;492,73;483,55;447,31;459,96;466,01;470,15;446,10
"230880 Moraújo";...;...;...;...;...;...;...;...;354,15;367,51;353,71;280,66;354,02;288,37;381,79;314,38;278,57;350,87;413,09;...;363,24;364,09;371,54;400,28;364,69;448,11;220,27;336,03;287,41;305,92;368,01;355,86;353,56;281,04;354,66;268,19;379,81;386,84;232,81;332,87;243,02;390,33;356,67;574,80;295,04;324,65;283,02;309,33;430,57;171,96;299,41;275,31;197,07;256,60;241,26;257,37;249,17;257,68;388,80;225,21;228,18;384,27;332,90;461,66;377,04;258,99;384,80;303,52;443,40;353,64;187,01;...;...;...;330,81;340,27;367,94;478,15;292,62;...;44,22;...;...;...;303,45;310,34;501,30;313,39;387,22;324,90;388,05;260,08;410,84;...;391,18;303,94;310,24;443,40;455,73;...;44,22;606,42;331,06;443,40;311,47;358,97;308,62;429,31;...;...;...;...;...;...;...;...;443,40;397,92;411,71;411,71;...;393,14;443,40;443,40;...;...;...;443,40;443,40;332,90;369,94;342,68;354,01;...;...;...;375,07;443,40;443,40;606,42;376,08;353,83;865,91;309,64;367,68;217,02;365,46;348,62;372,49;401,37;292,62;618,42;455,73;377,16;341,77;391,52;264,19;372,04;498,73;332,08;280,99;443,40;...;...;382,54;1512,24;1510,67;376,07
"230890 Morrinhos";...;...;...;...;...;177,20;295,36;411,86;338,04;362,92;391,17;396,98;386,46;348,82;...;...;...;...;399,89;451,40;387,03;447,26;444,28;469,35;472,66;405,52;441,25;452,69;473,67;426,97;389,22;418,37;436,85;442,55;434,00;429,50;459,41;434,44;443,88;373,71;431,88;442,67;432,22;425,37;466,65;401,62;448,45;471,03;441,44;404,11;402,84;332,88;456,52;428,45;398,05;430,73;413,73;455,84;436,07;401,04;396,11;345,39;404,84;420,39;417,39;432,81;419,48;419,12;450,15;387,86;380,99;410,58;408,67;431,94;389,88;483,04;441,63;469,85;389,76;421,30;388,25;376,38;367,93;367,68;431,09;366,39;366,73;410,00;415,71;495,07;466,25;429,01;450,82;343,25;492,15;451,98;498,45;401,79;541,99;474,90;335,04;407,36;534,39;448,58;423,84;401,45;293,37;457,07;411,47;451,40;390,25;451,40;412,36;379,77;396,59;724,16;367,60;406,34;498,55;381,84;393,09;390,81;378,14;320,19;364,27;369,02;320,96;329,70;372,38;365,15;397,80;395,45;495,00;526,93;492,95;289,53;400,94;502,12;477,67;456,78;494,04;393,43;446,33;513,52;460,22;656,14;360,54;605,37;490,54;487,87;509,40;448,29;441,80;377,52;409,64;447,25;617,27;549,09;374,51;548,33;397,94;377,06;483,87;408,05;...;...;...;422,01
"230900 Mucambo";...;...;...;...;...;...;356,92;341,55;325,99;342,22;371,70;380,81;387,27;398,13;421,69;382,71;399,83;384,40;353,94;382,64;382,92;341,34;374,79;455,74;443,55;389,35;420,39;383,24;354,46;355,97;368,14;361,27;354,82;334,42;366,75;401,11;372,23;356,37;370,26;395,41;355,51;363,69;362,84;365,55;388,38;378,58;395,67;422,37;425,45;390,93;407,44;404,05;357,27;398,43;380,72;394,03;408,99;380,81;396,87;409,13;423,58;365,72;345,74;403,69;381,54;414,89;343,92;330,14;354,06;349,71;357,43;391,00;375,78;385,90;404,68;403,72;356,84;369,31;385,08;363,81;363,46;382,12;392,31;423,12;388,22;413,27;431,36;443,14;419,14;363,71;376,85;377,18;373,82;421,61;381,90;412,94;400,54;357,48;394,58;338,42;449,23;442,86;471,09;458,67;489,95;428,11;427,58;430,72;451,86;504,81;480,42;498,75;488,71;493,16;439,42;405,76;...;400,05;399,63;426,33;385,16;423,18;389,23;398,74;454,27;381,42;378,92;399,87;400,86;416,76;431,81;456,21;447,27;461,77;422,53;416,90;408,19;428,32;421,36;392,63;436,44;402,52;471,04;497,10;521,28;454,12;497,94;481,57;413,11;470,54;474,02;459,20;492,18;506,25;562,98;441,93;382,79;638,84;790,34;683,62;547,81;638,03;483,21;436,13;444,11;490,64;...;406,81
"230910 Mulungu";...;...;...;...;...;...;...;460,32;329,27;375,89;315,06;366,89;339,35;358,64;358,37;339,16;293,42;174,22;315,43;322,21;310,82;311,04;371,56;489,41;264,80;386,40;360,03;320,09;360,65;301,38;549,72;487,31;517,84;284,26;387,80;405,92;312,68;449,68;325,91;299,50;359,60;428,26;388,98;331,55;339,36;428,21;436,20;365,07;369,54;468,61;417,57;556,61;292,62;332,96;582,42;292,62;332,42;306,68;397,47;277,83;...;...;...;...;...;...;...;...;332,34;410,15;380,95;429,76;354,32;304,05;331,19;230,63;443,40;434,25;444,89;333,42;359,85;443,40;479,19;385,66;341,85;377,91;292,62;469,44;453,30;417,21;282,64;292,62;...;582,42;520,10;359,85;475,22;496,66;368,01;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;448,16;567,66;477,44;486,36;357,25;377,55;455,82;572,64;526,27;404,96;292,62;532,09;525,64;527,75;342,88;582,42;582,42;437,52;...;238,60;552,62;414,06;381,81;426,40;582,42;369,49;198,81;437,52;369,13;439,32;530,41;401,49;...;...;...;...;453,66;437,52;452,65;292,62;1500,00;1127,26;1286,45;215,68;...;...;726,70;1182,95;786,43;1500,00;1264,98;419,22
"230920 Nova Olinda";...;...;...;...;357,40;286,39;312,39;303,22;295,82;319,76;361,42;333,10;380,20;423,48;345,37;292,61;331,45;376,42;300,44;324,98;345,10;384,04;373,51;374,09;390,03;363,07;332,32;339,99;335,88;306,22;361,24;375,76;350,94;379,24;351,49;352,54;395,60;321,88;352,59;303,26;361,21;386,09;329,85;341,87;351,50;350,51;409,19;440,19;364,89;399,15;345,12;360,43;411,68;310,04;352,77;376,16;348,88;307,90;425,53;438,37;324,00;349,50;411,40;366,93;335,77;387,49;325,00;...;380,27;331,73;360,02;423,29;401,73;310,38;328,05;357,53;309,84;330,97;289,02;401,11;292,89;341,77;349,24;347,14;299,98;316,77;354,95;348,26;297,72;353,70;323,32;367,06;316,67;395,87;252,81;358,44;329,35;359,08;283,68;337,94;412,14;286,03;394,88;252,58;365,01;321,83;340,08;365,94;369,91;365,06;350,19;353,15;356,54;363,47;397,23;466,07;338,47;445,25;431,00;457,22;360,24;423,58;388,15;410,62;349,83;376,82;439,39;375,87;345,26;374,32;399,03;330,83;460,48;359,29;294,82;346,78;440,22;338,84;274,20;382,47;405,00;520,91;375,27;440,54;389,99;339,59;415,94;442,38;469,26;435,47;329,99;437,27;441,08;410,47;466,72;464,00;313,62;534,72;428,03;359,69;469,17;487,14;678,48;245,49;599,81;354,50;...;362,39
"230930 Nova Russas";...;...;...;...;...;...;365,37;405,73;374,65;404,24;429,83;390,18;416,80;374,14;414,85;408,19;405,86;431,67;423,13;388,84;384,68;390,36;413,30;424,54;452,26;484,16;461,09;456,42;429,68;394,55;418,31;380,38;397,08;371,05;373,38;370,51;402,32;421,76;412,08;374,89;406,66;402,31;405,39;425,49;439,94;429,77;427,56;395,90;334,84;339,62;355,96;396,13;407,09;401,56;369,40;369,89;361,88;358,77;352,14;372,17;361,55;311,90;373,70;394,10;380,80;369,90;353,38;362,76;357,30;321,89;343,92;346,20;316,34;321,72;335,52;377,89;311,14;340,96;353,34;369,68;374,16;345,34;391,62;382,00;396,52;390,40;323,45;328,07;348,17;365,53;353,46;333,43;307,63;329,80;301,27;330,07;301,83;322,45;345,07;325,32;396,60;394,59;336,07;325,09;358,19;327,82;263,70;286,68;299,13;337,89;299,04;303,34;328,78;330,05;324,90;300,18;316,31;337,61;401,56;389,39;409,71;367,97;328,41;350,17;364,31;329,60;342,84;325,05;317,10;328,86;329,57;354,46;399,99;369,10;350,34;362,63;432,69;321,11;323,55;296,90;337,43;379,36;354,16;331,17;372,34;381,72;368,10;344,60;384,06;391,04;361,82;346,78;376,69;337,56;355,64;399,93;552,39;547,37;644,62;858,73;890,76;560,19;505,79;470,90;746,07;853,21;...;382,35
"230940 Novo Oriente";...;...;...;...;...;...;...;372,07;358,20;377,41;360,68;418,51;423,73;394,17;363,87;390,14;392,02;392,65;383,92;419,13;386,90;426,40;424,94;414,73;441,36;410,83;387,73;416,65;385,05;385,40;385,53;366,90;391,34;371,62;384,93;376,06;379,54;388,15;393,61;377,36;355,08;371,61;354,58;379,52;377,79;376,95;357,17;367,78;406,09;396,94;393,11;423,36;415,53;420,03;390,06;418,52;370,98;357,47;368,79;391,57;345,92;382,32;377,36;350,76;367,89;351,18;353,18;353,59;338,82;365,75;324,07;355,04;347,36;357,52;344,91;373,25;350,57;357,19;358,10;318,98;330,52;338,28;333,45;340,82;331,90;360,36;318,05;339,88;341,64;304,29;331,15;360,46;337,74;338,48;359,85;371,24;391,78;318,27;314,13;346,85;295,29;326,10;308,64;308,95;326,89;318,84;331,92;348,97;319,21;365,27;335,80;325,39;350,03;324,55;314,83;298,35;318,52;328,00;349,72;368,84;334,47;344,40;307,78;366,95;318,06;322,05;329,33;342,36;317,10;344,94;366,95;404,56;376,40;345,13;345,54;340,72;351,38;357,23;334,80;353,81;343,13;348,76;377,26;380,75;365,73;373,60;403,16;357,92;366,18;346,81;350,13;388,66;384,00;366,48;437,73;380,70;424,86;383,78;555,92;680,87;508,10;344,49;310,80;440,16;617,49;613,49;...;366,61
"230945 Ocara";...;...;...;...;...;...;436,74;252,69;294,12;332,47;338,37;333,86;329,55;370,81;327,12;302,34;377,21;362,91;279,27;371,58;290,06;361,25;355,64;389,94;490,95;452,27;540,65;438,93;452,46;450,43;415,04;415,21;445,46;364,26;414,27;369,26;397,22;365,34;386,25;380,17;348,67;394,42;380,98;394,27;414,50;455,70;401,76;489,18;447,40;449,23;491,35;397,38;432,80;360,01;345,18;303,28;309,06;359,12;397,94;328,01;363,35;417,63;372,27;319,75;379,30;360,69;350,46;366,99;335,15;338,03;383,23;407,97;397,24;454,97;492,38;406,51;367,08;373,14;417,53;442,26;393,81;437,98;505,19;447,18;413,13;413,29;390,55;414,17;456,22;441,76;385,23;326,37;329,70;398,45;436,40;433,55;493,02;420,88;388,20;432,54;415,78;445,62;388,22;419,56;474,99;442,58;450,98;450,79;409,91;386,03;446,41;485,11;404,81;417,39;402,86;...;...;...;451,04;439,57;390,36;438,75;431,75;427,98;432,95;348,22;429,56;411,10;430,66;353,20;513,15;418,02;449,07;389,51;425,69;413,45;380,01;397,62;412,39;506,55;414,63;406,10;409,17;451,30;320,77;467,94;453,41;488,64;409,05;403,80;408,52;472,84;366,47;473,79;417,46;384,74;719,03;565,61;371,93;274,13;418,40;328,95;335,61;325,34;417,84;530,59;...;402,45
"230950 Orós";...;...;...;...;...;445,69;374,86;369,52;389,85;382,11;373,72;441,77;440,95;455,41;380,93;427,69;418,91;425,29;374,52;424,79;403,18;380,88;388,89;432,37;457,67;461,36;435,18;507,77;430,99;400,66;407,51;408,49;413,53;402,56;388,51;408,15;439,41;388,63;407,00;402,27;393,01;366,25;394,49;376,68;387,27;406,19;374,50;373,17;405,10;429,76;467,51;406,71;401,92;407,31;400,26;428,93;455,65;464,51;429,96;449,01;441,30;413,88;465,33;486,63;461,51;432,72;412,67;421,45;374,74;393,78;402,45;381,08;413,09;429,07;412,36;432,88;470,26;407,30;432,09;437,78;375,20;359,31;388,43;462,25;437,36;437,13;441,48;431,80;447,50;453,77;428,26;408,45;445,68;438,00;457,70;447,39;501,02;447,30;443,23;441,33;450,09;423,62;444,31;481,20;451,21;444,01;474,31;440,70;482,32;448,60;450,93;443,91;484,30;473,75;449,20;452,54;441,23;456,76;555,34;535,05;475,57;474,89;471,40;479,86;415,04;437,13;471,53;479,92;456,78;487,99;485,26;486,29;512,78;465,84;465,07;469,49;475,33;461,21;443,28;406,03;437,73;454,09;459,42;471,44;523,19;479,48;493,86;466,95;494,34;483,64;475,89;454,08;449,56;435,54;451,73;508,49;635,17;769,98;1041,11;899,22;738,42;529,78;575,37;541,41;559,56;633,83;726,17;444,25
"230960 Pacajus";...;...;...;...;...;614,63;475,19;492,88;430,61;465,61;422,74;424,32;448,40;428,09;374,00;408,86;460,48;451,21;463,10;491,49;428,36;443,86;445,89;508,65;513,36;487,01;525,82;497,96;461,36;469,06;498,33;455,30;392,07;370,92;388,42;357,02;393,07;374,47;396,59;375,41;382,35;390,86;407,73;414,89;411,56;437,95;450,26;445,22;423,31;450,31;353,85;391,89;420,51;430,84;460,23;376,64;397,14;409,42;433,43;482,49;322,61;345,60;306,20;394,70;440,38;397,93;368,01;431,84;379,97;390,83;375,27;393,07;362,74;421,30;410,15;365,59;374,81;378,52;401,66;366,21;352,28;281,92;385,25;391,41;374,16;363,21;354,15;355,94;357,77;342,09;399,38;351,25;404,30;383,44;398,73;393,05;404,75;444,79;388,34;371,33;428,69;404,00;352,91;406,79;411,09;350,83;364,80;376,65;390,65;366,86;456,38;401,58;435,42;385,32;374,14;386,92;397,30;434,71;430,85;381,25;401,20;422,04;395,22;396,30;434,52;454,01;375,60;439,13;384,88;388,21;331,02;414,66;396,49;406,30;442,71;405,41;391,06;376,13;340,94;431,44;413,80;351,43;373,57;379,11;330,62;355,87;348,84;370,73;423,68;346,26;395,51;380,80;360,75;351,37;468,83;512,89;1039,34;1023,22;654,52;551,32;472,36;460,77;468,28;472,65;452,19;448,08;...;426,44
"230970 Pacatuba";...;...;...;...;...;...;...;266,02;368,92;411,16;304,13;389,18;358,30;312,38;289,05;427,73;453,43;349,53;373,98;381,14;357,86;379,36;424,92;459,13;471,12;425,23;491,95;495,20;451,91;394,14;280,01;409,81;359,01;468,61;373,37;368,27;396,63;347,07;384,23;318,88;348,48;377,67;390,69;377,86;354,73;457,96;404,87;413,50;422,60;359,83;377,75;405,04;372,97;368,92;343,96;317,92;400,91;429,66;496,43;394,89;412,02;353,91;423,96;415,13;...;408,69;426,09;449,78;350,04;421,90;427,07;411,41;368,53;425,13;400,16;445,93;419,48;417,50;464,94;430,80;274,96;317,53;438,72;415,53;425,96;445,95;434,38;529,06;430,67;384,88;328,87;387,43;436,88;363,52;389,56;381,24;421,04;522,82;656,94;437,52;436,05;394,55;505,33;...;...;...;...;421,44;341,19;454,35;451,10;344,76;374,38;381,01;353,30;289,74;341,22;406,96;437,02;355,69;387,42;356,59;381,49;384,85;401,83;435,93;446,66;337,34;383,75;421,51;368,69;438,88;397,58;462,74;362,62;318,27;370,96;405,83;424,19;384,64;425,59;423,44;548,07;508,09;467,10;473,50;451,33;449,86;418,76;457,34;349,90;506,01;555,28;494,45;538,16;1074,27;1286,18;977,98;582,26;496,44;445,57;436,44;559,47;409,05;756,27;1104,76;1018,62;455,61
"230980 Pacoti";...;...;...;...;...;...;...;306,24;361,90;400,81;365,15;379,33;408,92;411,56;418,08;405,18;369,06;397,70;339,66;403,21;390,47;371,26;417,59;466,07;445,91;409,81;399,44;419,36;407,37;358,71;428,13;396,36;366,55;355,93;443,39;397,64;357,92;387,69;356,96;342,71;321,96;362,06;382,72;456,53;415,44;375,42;445,84;433,24;404,18;463,47;350,93;406,00;412,77;401,56;356,65;430,38;384,01;368,74;422,34;452,83;409,34;406,69;388,49;328,13;439,87;420,27;393,06;449,59;450,26;535,44;446,04;389,04;446,36;455,79;327,56;362,89;339,15;396,94;437,30;410,37;349,89;364,14;442,94;388,28;363,69;369,80;441,86;461,22;364,96;346,62;418,48;367,33;341,05;372,77;407,87;400,05;476,11;352,65;421,25;428,48;402,32;351,41;400,02;336,30;333,99;469,59;181,22;400,54;292,67;415,24;369,45;212,77;355,24;380,68;349,28;353,77;318,88;363,57;524,36;458,13;395,11;393,61;312,07;354,71;443,35;339,85;490,12;435,68;332,26;348,58;451,88;419,98;430,88;377,69;365,22;302,68;309,69;330,05;330,74;352,17;326,80;434,98;411,48;486,76;395,38;351,08;407,59;387,82;397,29;405,70;357,76;412,31;402,66;395,68;407,91;259,27;350,58;293,31;333,21;286,60;438,55;292,81;350,26;423,80;379,36;461,44;1102,41;390,72
"231000 Palhano";...;...;...;...;...;...;...;...;420,99;390,41;411,09;353,25;417,53;...;411,09;411,09;411,09;...;...;451,40;391,15;382,74;477,25;452,75;417,31;445,58;399,34;392,69;392,69;414,08;347,25;449,79;268,88;423,72;408,97;461,05;341,41;347,70;437,55;429,02;410,90;387,44;516,41;438,25;468,46;399,92;434,61;580,14;456,49;484,61;399,17;412,68;436,86;466,73;464,75;646,11;451,66;384,94;322,73;481,30;245,72;447,39;475,95;342,27;593,34;355,67;564,62;292,62;418,71;585,34;226,68;365,40;590,42;546,09;292,62;245,56;293,44;340,62;451,40;491,40;480,46;406,04;451,81;388,37;379,05;457,30;405,59;528,91;491,40;304,98;274,47;...;378,71;469,52;392,01;404,98;491,40;222,57;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;418,64
"231010 Palmácia";...;...;...;...;...;...;344,00;277,70;304,86;350,00;347,91;344,35;326,20;348,51;390,69;384,89;338,36;299,88;311,31;346,30;285,61;363,87;427,35;330,31;374,68;391,33;325,63;336,92;357,62;372,44;416,47;333,36;426,39;472,47;354,98;402,66;414,95;429,19;429,26;413,16;404,71;393,01;419,18;374,33;425,99;370,73;416,43;429,73;367,56;476,25;550,13;319,81;314,98;330,04;329,74;356,15;326,61;328,00;318,21;300,70;383,85;324,69;552,08;390,48;466,15;412,62;459,08;326,30;346,88;400,51;416,43;393,40;427,21;342,80;453,68;413,24;417,23;368,01;362,72;398,07;450,24;270,47;551,14;426,29;452,91;522,37;374,55;524,91;418,76;357,54;329,43;428,43;391,04;391,80;422,45;546,66;522,79;440,79;315,91;324,48;383,47;432,03;340,91;264,38;381,39;382,69;336,04;358,56;204,15;316,62;204,32;443,40;...;...;...;316,62;373,95;598,42;343,85;520,57;427,95;452,85;438,80;345,86;405,46;283,68;343,47;430,43;318,80;415,44;505,10;489,65;300,71;393,17;447,48;338,80;550,16;466,26;340,05;443,40;313,30;349,02;395,04;511,36;439,33;379,08;396,27;411,35;342,69;519,59;597,28;370,35;466,81;437,57;413,09;509,46;1032,22;696,89;437,93;503,60;424,69;499,86;688,95;376,04;481,93;612,78;1061,63;396,90
"231020 Paracuru";...;...;...;150,58;183,90;557,12;483,78;502,06;430,03;419,55;379,95;414,37;410,34;423,78;410,35;391,98;431,62;433,41;389,99;488,23;466,49;431,16;464,11;464,41;490,83;411,54;473,54;437,49;436,92;459,15;425,54;427,76;423,22;410,11;447,49;425,72;424,07;417,72;416,75;436,83;408,47;469,96;399,15;447,22;429,70;410,27;448,14;468,03;462,42;442,48;459,16;467,57;471,49;436,03;491,88;463,37;478,95;445,83;433,16;430,42;433,64;441,00;403,45;394,38;384,21;403,56;383,96;451,27;441,78;487,30;490,52;485,40;453,03;480,25;469,40;456,65;505,16;436,23;494,01;461,28;456,45;442,66;458,75;491,60;458,65;438,74;461,29;478,50;458,29;449,64;481,51;451,34;505,36;428,48;446,01;455,35;473,95;438,03;414,74;439,17;451,48;428,07;455,19;453,74;435,78;415,90;471,24;...;493,49;448,39;471,77;456,35;453,59;497,37;467,76;439,26;455,24;409,11;473,57;498,14;496,04;471,90;424,51;537,59;469,62;476,48;448,66;490,39;478,59;446,52;470,23;496,04;481,61;500,13;519,32;517,43;495,02;505,84;520,16;478,40;495,77;511,02;476,84;512,47;494,17;513,35;507,79;496,83;518,91;543,12;512,20;477,17;505,42;536,94;493,50;543,09;913,02;910,95;616,26;753,10;691,43;596,21;613,63;568,60;595,93;715,94;1078,32;470,75
"231025 Paraipaba";...;...;...;...;...;...;...;404,41;373,18;409,34;414,00;413,95;457,99;418,92;386,59;377,91;424,37;393,82;382,54;486,60;430,91;420,20;393,85;420,10;470,22;417,75;383,54;402,46;433,86;439,37;440,53;416,50;384,08;397,11;424,48;386,03;380,50;391,89;395,91;348,26;345,05;401,09;391,73;364,15;399,97;373,03;425,78;427,70;415,10;372,63;383,65;399,91;448,06;403,61;452,51;401,57;431,18;400,05;373,95;397,67;404,95;423,09;455,20;480,01;426,18;442,50;375,42;417,85;467,84;482,93;293,92;430,39;464,18;440,47;417,11;383,17;398,64;476,79;402,01;389,09;417,03;469,90;423,43;378,71;397,90;365,14;409,44;429,59;429,66;441,26;427,62;398,54;431,45;434,59;446,49;415,17;...;398,07;406,86;406,11;380,65;424,52;381,41;422,98;...;398,32;462,07;512,91;...;443,40;403,96;417,59;359,13;407,40;418,39;424,90;382,44;479,91;492,10;503,47;340,45;381,27;479,85;358,88;413,56;431,84;442,23;396,96;431,23;397,47;414,72;421,19;431,76;408,21;414,73;434,16;459,23;443,75;408,48;441,67;481,42;417,95;445,97;474,40;448,24;491,41;440,36;428,59;399,02;495,79;427,60;530,00;396,19;462,48;393,32;462,96;1081,82;865,35;593,06;469,43;431,50;330,71;387,87;400,42;453,56;510,93;1185,78;449,74
"231030 Parambu";...;...;...;...;108,07;248,56;298,08;315,09;323,13;347,41;372,77;352,51;362,12;344,11;351,35;353,17;345,43;375,42;370,98;387,28;398,49;391,75;385,02;410,01;410,51;413,02;397,15;402,28;387,52;357,43;405,95;374,21;379,39;353,53;365,91;380,53;374,44;385,23;363,83;383,28;396,11;371,46;431,58;413,73;402,80;393,87;374,47;394,42;406,82;408,79;390,95;381,41;393,56;397,19;397,25;418,14;373,56;397,77;357,74;377,65;383,08;372,32;400,41;391,64;376,62;339,10;353,53;378,18;347,71;358,44;371,84;381,20;415,51;381,79;390,89;378,62;388,98;393,97;430,83;401,91;343,59;336,55;375,81;382,05;368,06;422,30;414,46;408,00;417,79;434,09;412,67;...;421,66;398,29;429,75;502,82;432,02;425,95;...;410,39;392,96;416,59;409,72;402,73;404,44;411,11;416,26;394,33;445,23;383,28;399,51;375,17;360,53;374,19;398,25;392,49;433,15;418,53;425,72;401,98;375,19;439,19;404,27;413,98;397,52;431,81;444,26;416,69;439,11;372,36;404,77;400,32;394,52;392,38;344,92;350,47;343,59;346,70;358,12;354,12;377,44;352,71;420,57;401,03;416,90;401,96;376,72;390,14;379,74;376,21;372,58;377,14;369,69;371,06;374,52;379,25;597,55;584,70;609,12;422,11;465,10;443,47;875,51;468,31;497,29;636,54;...;391,09
