 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2000/Fev";"2000/Nov";"2003/Jan";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"231190 Saboeiro";-;-;-;-;-;-;-;-;-;-;-;4168,82;38573,82;41227,45;31387,28;40956,98;39259,46;41968,09;37660,16;29473,91;39879,48;30005,54;22157,29;9772,22;27660,64;30148,76;26803,89;28084,91;34217,28;33044,30;24469,81;27702,46;28754,14;21079,41;30649,17;24276,10;21422,83;33340,90;33213,91;38512,45;32284,83;31656,94;25341,64;27898,77;25391,56;33546,24;19910,47;21927,83;27368,68;26396,16;25891,53;17261,82;29027,05;22433,15;15177,91;18019,30;22392,85;22476,03;17351,84;21438,07;12512,18;17173,71;16810,03;19038,30;16883,17;21836,91;19173,50;18911,79;18367,08;19473,69;5143,48;6961,23;11766,85;10148,17;23454,72;15500,81;20073,13;13396,47;20010,92;7027,71;10597,07;8071,98;9027,18;5144,56;4934,52;2455,82;1913,74;1485,22;1865,50;3492,05;3127,43;4170,76;2075,52;3502,66;4560,45;3989,02;3973,01;991,42;3636,24;3580,51;3434,04;3983,84;1943,50;655,90;451,40;-;1394,62;-;44,22;606,42;649,24;1085,63;198,81;1499,21;452,40;1246,81;1058,82;452,40;308,62;452,40;-;292,62;1750,08;3628,94;1878,68;1519,22;672,55;360,80;786,13;2581,08;1107,30;-;3389,25;3203,12;708,34;3091,83;4136,77;3449,79;2319,90;683,71;1521,46;630,42;897,91;1149,72;1636,91;744,02;4478,24;1593,74;4463,77;7985,00;8213,26;6905,57;6083,20;1913,95;1312,40;-;-;6097,22;3403,79;721,24;2104,55;1195,42;539,84;3916,26;9788,02;3000,00;400,80;630,42;4698,63;4977,46;-;1895804,25
"231195 Salitre";-;-;-;-;-;-;-;-;-;-;4001,82;11571,82;15300,43;15256,16;14122,55;8923,59;4132,89;9084,28;7210,45;14821,74;20266,36;16258,22;18335,33;16520,67;20441,13;29320,77;27061,50;15960,36;20342,39;13718,52;12155,68;21266,66;19633,99;30994,77;20658,15;15580,86;18337,30;21370,17;23885,61;21711,93;24266,27;18220,19;15469,28;25235,33;18380,13;16954,31;22953,36;12910,49;26127,46;20241,92;16420,43;25401,85;16830,61;16312,08;14922,31;19707,99;20390,60;16865,58;20401,74;15576,79;14349,91;4957,33;11959,65;6440,85;9327,93;7278,29;13043,14;10121,64;5989,55;7218,32;10391,88;6368,64;12839,60;12011,66;15332,15;16655,65;10997,28;13995,69;14408,88;13616,02;19375,10;18692,57;14525,68;11913,08;22906,34;15629,40;5093,54;3379,79;2922,86;931,32;1568,60;7647,75;2625,80;11362,23;9868,71;10989,05;565,53;6144,27;6857,33;3490,84;7515,49;6962,22;4146,24;2347,43;4052,04;5724,84;7137,79;7129,34;2547,62;6051,23;6923,31;5155,84;4408,04;4846,97;3122,55;3547,43;10209,74;4774,75;4013,54;4305,79;4545,07;6228,52;5411,56;5888,20;8137,72;7727,09;6260,74;6622,11;2760,32;5735,09;6625,03;8196,27;5563,06;1588,50;5585,83;12034,54;7219,89;10515,17;6631,12;2982,71;10286,54;13495,24;11165,67;9211,80;15896,50;10681,60;19192,61;20768,29;23149,13;15654,91;7652,25;12906,36;9920,36;13774,72;8970,16;9748,09;10803,86;11529,86;9385,20;3510,31;3039,38;4221,60;10135,56;8304,43;6295,21;8094,21;4772,40;4626,92;6802,16;-;-;1820804,74
"231220 Santa Quitéria";-;-;-;-;-;-;-;-;-;3204,55;-;7420,07;50753,66;51656,39;48979,95;53911,29;59599,46;47489,82;49555,71;53449,68;43853,76;53609,44;37086,79;36704,33;44306,15;51289,54;67038,57;80877,49;67400,61;50391,83;53784,81;55255,14;62742,94;46908,70;68389,66;59309,11;64161,99;74674,67;54078,55;12407,36;69945,68;62331,40;59172,16;63507,65;59817,55;51121,46;45426,14;35480,68;62101,83;69849,64;70049,43;64031,60;66662,07;61161,41;62548,16;64387,82;61439,03;58986,14;67302,77;55610,03;61083,77;56548,35;60770,11;70214,17;64215,72;61318,53;66031,78;62697,98;60192,33;28564,13;25494,28;16472,35;42818,01;42448,78;47477,05;37606,65;17721,39;21787,17;49225,84;50482,74;37123,57;26059,91;27393,33;34986,59;40444,93;45104,48;26781,75;26043,37;29360,06;51044,25;49232,80;48812,25;42699,27;42568,68;38598,08;19441,91;24925,70;20561,87;30165,30;38568,79;21950,73;19538,69;8729,92;5190,94;15736,26;14101,27;6158,68;20024,67;9538,00;37608,58;30092,96;37620,57;30186,99;13491,08;8319,72;33476,90;34459,68;19891,65;19983,79;9696,31;21120,64;29446,57;38453,93;48908,37;33752,89;28905,19;23247,19;32617,28;53337,09;26406,49;56295,17;36840,27;33656,95;32847,96;33164,09;34229,23;68993,24;43559,23;19337,19;28489,51;19150,79;52908,35;28457,09;20785,38;31520,10;26742,33;35098,05;39682,91;35265,47;30192,18;32078,50;41370,31;35875,51;46305,76;38760,47;45063,04;40737,84;35144,37;34000,35;21014,12;26479,00;34452,17;28131,76;34669,97;32571,97;34817,21;22235,46;54505,26;27612,64;26536,17;-;6495883,09
"231200 Santana do Acaraú";-;-;-;-;-;141,65;-;-;295,36;6075,31;7285,16;19142,16;43376,07;36340,27;40375,93;38270,29;48747,77;36922,15;31489,31;36979,63;31918,71;22592,96;23911,88;27689,83;38096,17;33210,46;47189,95;46269,56;38468,75;32728,92;35159,99;40727,31;42702,61;39236,87;34225,26;25250,45;30421,56;6747,96;-;24095,70;10608,03;28254,64;29326,78;33241,62;25490,23;19746,96;31098,18;25768,62;26210,23;37109,46;36275,37;41370,76;48320,63;28465,82;32208,37;26530,46;24873,50;26594,16;26127,22;16937,26;24563,12;30050,76;24293,47;24630,31;23662,60;38996,16;22876,96;21968,33;23431,44;12630,20;10311,18;10927,96;19486,42;17512,66;24566,50;28149,62;36534,10;30203,90;27718,62;30340,58;23051,18;19744,44;23146,32;24706,01;20334,30;24541,68;16921,96;14789,49;17452,56;15437,56;9372,90;13863,58;18642,34;13164,80;11539,06;9822,93;9041,62;14751,78;22829,76;27686,28;16375,70;8333,30;11466,86;5403,74;10836,79;8204,20;8147,66;8740,09;10021,69;10448,95;9951,13;13604,68;10813,21;14720,61;9698,58;8275,78;7541,70;6906,66;8128,90;8345,79;8099,09;24831,79;25045,13;19528,05;19891,20;14054,70;16060,32;14472,39;12162,88;15619,60;14623,68;13331,52;12517,39;10467,34;11022,39;15021,32;19294,24;12235,46;15505,33;8134,09;13890,42;11539,68;13695,48;6202,08;12861,83;17693,00;17196,17;23967,77;20784,76;12489,55;14766,41;16359,27;12153,29;16521,98;13493,97;16691,42;18418,66;16699,62;18046,11;15825,90;16444,68;15898,70;10073,80;25662,37;16425,31;10515,15;7404,16;-;-;-;-;3283945,17
"231210 Santana do Cariri";-;-;-;-;-;-;-;-;-;-;60,22;5771,40;7998,04;12488,68;14651,01;17336,52;17873,67;9479,54;9573,43;14094,74;7725,87;11904,83;12822,40;5184,59;7234,11;11895,21;13146,25;17957,15;21566,39;14045,42;13156,85;5934,13;7674,98;9545,89;11594,16;11057,29;11485,02;10885,12;9947,66;13658,25;15390,61;15704,71;11288,60;10644,35;10174,47;8817,95;9290,18;6433,28;12483,86;21496,48;20027,30;25344,40;16908,12;12473,00;8987,44;6498,48;18209,19;13032,03;4557,92;16398,32;3406,18;1254,16;13992,18;21210,56;12013,84;25284,24;8412,72;8604,43;5450,53;7115,16;4117,15;14842,62;4859,27;10685,82;10401,13;13628,93;10648,29;7390,00;5511,41;7124,44;10002,32;6025,40;4683,53;3071,58;7574,50;6913,02;9763,68;6314,08;5624,53;8734,57;5488,69;8768,72;11313,22;8675,15;5438,68;8909,20;10515,05;6574,93;10366,44;9969,72;13419,41;13268,57;8258,44;5368,18;3522,41;3666,80;2159,31;1336,04;5330,62;3754,67;7501,51;8546,54;3520,88;1829,24;5141,74;5269,13;4661,34;3842,99;7180,50;6416,23;8105,62;7261,59;6842,25;7298,69;6844,19;9548,22;7528,39;4119,68;4328,70;2027,98;5615,01;4563,09;5376,04;7972,53;8326,58;5842,11;5113,47;3133,82;1832,14;533,21;5962,86;2346,48;2137,03;4956,05;3752,30;5460,37;4265,61;6629,74;9349,48;5605,71;2605,72;4251,49;5584,27;1847,30;5662,65;6737,47;4316,50;5862,41;4506,77;3854,88;2650,88;8111,16;8854,82;5056,49;4206,99;4472,44;3729,94;1608,24;6187,53;7005,96;-;1326376,98
"231230 São Benedito";-;-;-;-;-;-;-;-;-;-;545,73;1781,28;49144,13;68551,26;47286,35;53841,90;44528,19;3933,97;50158,28;52857,73;24303,04;19468,56;15262,43;15398,95;46727,18;40634,46;76260,49;104220,21;101578,12;88599,52;75409,24;98711,19;64706,76;64156,31;62685,87;61039,40;69078,00;66248,58;83537,61;70237,46;76123,95;63041,30;52215,24;61149,50;67956,47;48416,60;48267,82;53657,63;66206,16;64911,91;67620,23;62034,38;68846,33;48319,88;47335,71;63172,00;48559,84;50978,29;58071,64;49885,43;58346,71;54082,56;64882,34;76174,05;66265,78;56380,35;64541,67;49669,40;55810,11;26544,93;23364,16;28690,22;63460,46;68044,67;80399,72;78272,15;66709,35;72273,75;71031,46;55586,29;62952,64;54215,10;49163,66;52002,16;60383,15;50768,37;52524,81;58344,10;53563,52;52468,79;55868,96;58569,91;61841,25;53619,20;59751,77;51557,97;56250,79;48222,91;67089,69;68878,10;67407,64;74071,79;62025,67;62446,26;61400,44;58783,80;56275,09;55618,60;63560,16;75204,08;72945,60;85710,57;86616,58;74145,61;107884,09;84098,01;95342,43;55500,94;47870,94;53397,91;64992,48;59169,16;95215,16;72668,93;85048,89;86167,03;67224,24;85685,68;66270,75;78612,26;70380,57;77766,14;74654,15;59160,89;93251,69;73561,43;102832,66;93411,60;87071,92;123773,02;54743,56;76236,21;90789,81;57226,53;95038,10;69944,36;74221,36;80331,18;112224,54;89642,48;89177,37;84264,95;87514,65;92592,07;100048,76;77079,66;83523,85;32316,57;21873,28;28483,61;25939,30;35114,06;54355,61;37972,17;29735,95;44337,89;31373,07;27630,93;-;-;-;9897186,23
"231240 São Gonçalo do Amarante";-;-;-;-;-;-;-;-;-;-;157,98;2559,91;25911,72;32811,88;16817,85;25562,13;40655,05;30858,65;24742,44;32356,09;27426,35;19097,67;29351,78;22549,81;29043,52;28128,15;39243,72;35348,57;41979,84;33922,18;30735,35;31143,54;18693,57;33518,12;29029,91;26507,88;21826,88;32438,09;27232,56;33078,98;32998,01;40003,61;34415,05;28224,44;27042,57;30267,90;20923,62;18109,57;41810,69;33676,27;44034,45;42596,10;28632,30;39947,48;48518,36;39851,04;35741,18;27630,68;40474,44;27024,69;32598,69;28094,28;41833,39;49482,89;47057,22;45372,51;44286,79;30897,59;32574,00;37715,65;42735,95;23638,37;33675,89;31388,88;38403,82;41590,95;52533,95;49995,49;41662,68;29857,97;35860,46;25209,91;34724,03;37960,39;30529,99;38958,87;52769,54;35679,87;42537,40;46906,94;49496,96;54787,27;58096,38;70135,26;55076,71;53433,73;44984,90;46838,79;63733,78;56840,34;67896,99;57069,16;48914,74;53719,35;44878,47;54923,66;49205,78;44281,46;49677,44;40428,12;65420,34;70906,24;72665,74;64995,43;52168,62;63013,18;46727,72;66346,02;51346,14;38385,51;43476,93;42413,95;86330,64;69005,58;28609,54;20552,02;23117,55;14857,79;8609,28;12932,66;10646,72;11646,11;13094,59;18698,43;19923,64;12733,31;17561,38;26198,92;29704,81;45281,32;39309,43;46645,40;42700,27;42739,41;39063,42;46919,04;47507,79;39827,73;3332,64;45485,95;27658,76;36231,14;51950,95;46377,98;71831,90;52782,44;59925,48;41068,95;48591,59;39123,18;87210,05;63149,87;48911,23;36288,28;42889,13;59487,53;54672,52;38424,99;53617,56;69695,24;87918,75;6384314,98
"231260 São Luís do Curu";-;-;-;-;-;-;-;-;-;-;-;2248,03;10785,07;9143,30;9450,75;8215,63;8030,78;8638,48;4915,56;3063,25;6008,08;3833,30;2233,72;3114,19;1626,57;3578,25;2449,96;3418,17;4047,26;3055,69;5108,14;1934,88;3569,36;4442,04;5434,25;4143,27;5660,01;2937,54;4155,96;4120,80;4235,08;3838,30;2048,22;2834,66;4275,58;2663,56;2927,47;4996,29;5314,94;2983,38;5985,81;9588,59;4413,90;6466,92;5660,42;2812,87;5388,59;3927,64;2744,23;2892,77;1671,82;3590,20;2029,97;2873,20;3032,73;3527,26;2947,70;2842,24;3298,12;3599,90;3111,80;2423,46;886,80;3107,64;2477,96;5684,54;6237,66;6636,04;6324,03;3623,22;5588,12;2590,85;4751,14;2839,22;4330,90;2996,99;6580,16;7436,75;8134,03;4883,22;4429,09;3292,92;2251,16;6669,58;5133,52;4202,10;4723,53;7226,70;4322,12;6113,12;5417,14;4806,09;5140,84;7135,12;3835,38;3065,78;6458,33;7011,05;4260,12;5455,13;6900,36;5868,07;4767,36;2591,40;3362,89;3469,76;886,80;4201,57;1533,56;467,60;-;3029,78;-;-;-;-;-;-;-;443,40;443,40;-;1247,60;324,90;2196,11;681,89;2789,08;2339,13;662,08;1773,60;1330,20;443,40;443,40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1470,98;2986,97;1943,40;-;-;-;-;-;-;-;-;-;-;-;504966,69
"231270 Senador Pompeu";-;-;-;-;-;-;-;-;-;-;-;6966,54;49065,68;56135,61;46286,10;46548,66;53556,64;56420,71;51221,30;47998,45;49764,66;44388,23;39413,60;48427,72;45123,06;49773,68;67435,60;53344,51;49305,32;54776,03;59869,10;39515,49;55091,23;41763,43;46730,93;46359,53;53103,69;36183,37;55456,22;45605,22;52037,72;64033,61;52706,07;60072,47;53040,68;39331,38;49267,26;49663,62;54812,55;76844,68;29623,51;40204,57;29048,24;19038,04;22942,92;95838,06;42345,90;49521,12;75996,89;50193,34;33661,88;73615,73;43362,14;44146,61;37914,48;69043,17;28336,45;16371,46;23306,97;22086,09;26395,48;18232,87;28828,12;29322,09;32510,00;40644,20;41629,94;38214,87;32365,15;27191,62;25334,98;21606,22;13796,34;16995,77;8132,54;16996,15;22090,62;28943,12;22582,90;22699,83;23074,54;27995,22;15630,42;19986,44;23276,45;11543,02;16540,39;13335,95;25852,35;17871,97;21544,16;11307,48;17291,41;11985,32;13724,35;7478,22;16955,04;11623,29;9901,41;15366,87;17101,98;18009,26;13742,69;15461,85;12330,81;13116,91;11692,59;9004,20;5053,65;4826,66;10381,51;15704,39;15676,41;18536,18;18690,68;15553,93;17548,28;15258,45;15296,27;12030,43;7258,19;8551,50;10349,78;13071,20;16972,95;17085,72;16713,38;14783,69;13455,65;7161,70;8588,34;12744,76;8610,75;16971,27;16338,57;25305,20;25099,37;25684,50;24846,90;20695,47;12286,23;15633,27;15324,59;19666,74;13657,01;16214,27;15387,83;12652,42;11197,60;8625,12;12299,62;10831,60;13325,07;22063,91;15686,59;15438,26;10275,28;11303,63;16767,58;16007,29;-;4510784,96
"231290 Sobral";-;-;-;-;-;-;-;-;1064,64;255970,35;815724,65;1703613,30;2329951,00;2384309,31;2527327,57;2524751,48;2437183,46;2385713,02;2606275,47;2586243,50;2571317,60;2713417,34;2696034,86;2564492,20;2850068,19;2547578,09;3201219,25;3078622,63;2781519,86;2746432,89;3016018,92;2881325,37;2916101,60;2975617,50;2750661,72;2831160,83;2956653,89;2542640,56;3065513,48;3036979,54;3307898,27;2998287,76;3190453,53;3138787,12;3119622,02;3001761,90;2987633,20;2799382,40;3342278,57;3205129,08;3471775,32;3251010,49;3348966,63;3207756,41;3136313,25;3600425,24;3735908,49;3796758,26;3614914,63;3613627,14;3966757,49;3480738,89;3959397,36;3632342,62;4063410,44;3614167,57;3712776,52;4049060,11;3779637,14;3665272,03;3703007,43;3667113,98;4011643,71;3633863,66;4012898,55;4104274,76;3888963,15;3754672,21;3899194,28;4471392,07;4236818,21;4190308,97;3807856,32;3799719,24;4008810,14;3803242,40;4126229,12;4123488,09;4243260,60;4377866,11;4419746,65;4454073,54;4370123,88;4877784,23;4463053,61;4684787,27;4603861,36;4316862,30;4522875,00;4348997,00;4706255,15;4538567,09;4840730,47;4910223,86;4720518,87;4677523,39;4788045,51;4985504,79;4840056,41;4952211,44;5250252,58;4803433,50;5106691,13;5269697,42;5097415,49;5023063,36;5029300,09;5111959,49;4724949,61;4839058,98;5518191,81;4566623,17;5438609,76;5056041,87;5442820,10;5349071,72;5551831,76;5627813,42;5692614,65;5581262,00;4993570,93;5300277,01;5332596,94;4885464,40;5459033,20;5829265,86;5614106,26;5613582,24;5809203,61;5940300,24;5643325,54;5839864,88;5566649,77;5301456,68;5761196,48;4967170,58;5154598,55;5369319,61;5682067,93;5208513,67;5771686,31;5629614,86;5658200,50;5969299,80;5397575,80;5503260,75;5763537,86;5294931,68;4974331,97;4392786,17;6452594,57;7128224,53;8934189,80;8824930,76;7086504,44;6758460,50;6023136,59;4873521,27;4279801,46;2779945,79;836626,07;687645606,54
"231300 Solonópole";-;-;-;-;-;-;-;-;-;-;-;1025,81;12377,00;15159,64;16648,44;22217,81;11204,63;13510,75;14087,94;14055,65;10589,57;2352,70;3916,45;7558,36;7691,36;9506,23;12379,67;7853,59;2948,40;-;942,42;1914,74;10190,39;6033,16;5195,06;8208,56;11028,54;7552,10;8120,74;7191,85;-;-;7149,73;5654,93;3938,74;4870,52;11535,98;5436,91;6101,29;8930,00;4137,31;9376,01;4488,30;12059,88;3643,34;7102,30;8289,02;5155,66;5806,03;4095,70;2282,22;8767,07;5114,00;9528,74;2896,63;6667,83;4682,36;7881,94;3939,36;4751,66;3824,85;3195,92;8035,78;8282,20;7050,01;8889,80;8767,89;8148,04;10775,19;8718,92;6394,70;6548,33;2521,70;11281,10;5767,92;4493,35;9673,63;6128,30;11035,60;7538,64;6677,86;13095,40;8315,14;10507,33;6078,55;3500,04;5026,78;7097,64;11092,02;14127,01;9742,29;7096,73;7455,74;6513,97;8792,23;5342,48;7985,94;5114,60;5511,73;8692,23;10789,53;4213,21;8004,81;7043,54;5036,98;8508,34;9443,67;5769,05;5697,12;6338,24;7721,35;6646,21;9337,75;9082,53;9339,16;7881,34;10113,84;7772,05;11887,33;5928,00;5533,34;9605,42;6900,43;9197,45;10030,09;5965,66;12655,38;7960,18;10095,02;8709,84;8943,15;7943,19;7846,30;5723,18;9847,70;11636,29;16750,67;18276,40;16797,21;11875,89;13824,64;16416,06;10561,73;9815,20;12845,41;14068,57;10830,35;10442,87;11298,36;8970,96;11001,70;10686,18;21012,90;12810,87;11223,45;12554,09;14795,54;4772,70;9713,39;12032,16;6853,63;1335960,20
"231310 Tabuleiro do Norte";-;-;-;-;-;-;-;-;1245,82;614,91;872,42;9734,92;52654,55;45000,06;63851,11;63708,20;65433,92;51178,48;86303,84;79445,25;47103,11;40022,00;61236,81;55968,33;56218,76;56784,55;71718,96;67699,39;66196,26;65269,57;75834,13;69834,88;52101,25;52181,51;33016,59;25549,24;36050,21;30777,44;27689,70;39174,91;49417,77;40331,87;49146,39;53111,79;43994,67;42270,49;41878,46;42280,87;45840,42;57296,64;45303,09;35061,23;46480,69;52923,79;24047,20;37940,77;40984,87;34112,50;39671,93;36023,41;37746,39;28750,47;46052,32;25020,30;49676,85;40810,90;34731,30;32643,06;29882,02;15174,32;28579,47;21986,20;19753,16;20765,01;20851,63;31237,75;36563,29;20721,52;26478,48;17962,71;24798,06;26867,16;23102,68;18801,44;14758,84;18168,32;16978,23;19867,39;24354,22;18817,90;25500,05;13436,97;16958,89;18974,54;18038,19;18492,92;19140,85;19104,79;21794,55;15133,07;6668,66;9902,64;12512,67;16752,77;12516,36;19883,09;13316,39;11649,90;12503,34;13667,59;8198,80;16632,51;18052,46;11290,45;7446,13;3829,91;4988,81;3024,04;4413,16;5467,78;10443,99;9522,52;16641,43;15211,83;15509,12;8789,99;8160,54;15751,06;10000,60;15470,55;12536,13;11759,70;13382,65;12027,87;19816,84;22913,10;16578,96;15756,94;11962,99;7855,29;5356,32;15912,37;12001,38;11252,24;9762,33;9076,54;20516,55;14625,18;17938,75;15098,30;20500,73;14042,56;24017,17;38132,06;24920,07;15606,12;24388,17;25102,76;17127,30;11526,41;21360,18;38729,52;31143,40;36520,53;32807,39;28961,39;16588,99;19768,41;30616,29;32946,47;95277,45;4601499,03
"231320 Tamboril";-;-;-;-;-;-;-;-;-;-;2816,05;2549,66;49589,00;53158,79;40634,88;46645,93;55698,48;39230,79;29812,08;26223,68;32331,89;29780,40;17819,10;33669,22;37753,22;62709,47;73974,92;56752,64;39846,99;43793,05;41667,65;44113,90;39792,62;33757,51;37181,64;25285,59;33413,85;40322,07;39237,13;34166,69;29241,73;24564,16;26149,65;32464,95;29413,27;24866,96;40483,17;32055,76;37392,27;41396,02;62665,01;45406,15;21940,73;14110,70;23566,34;24498,55;26718,81;17722,68;23812,74;20771,47;25075,75;15514,75;9232,50;20782,12;20608,14;20469,71;17343,30;21084,47;6615,47;16095,87;13910,94;16640,93;17384,50;21773,25;40605,17;41456,15;28321,03;24493,45;31531,26;21824,58;15817,63;16413,88;14110,66;15014,66;22914,55;17818,55;14552,98;28640,34;25396,69;21597,87;12625,18;14006,20;17637,59;13225,74;19448,94;22635,91;2779,76;22425,15;26195,18;34878,28;30734,67;19354,55;14130,20;12100,00;17132,74;15834,10;7546,61;7310,71;4115,75;19940,54;16414,30;27284,16;38624,90;15799,52;20159,88;15518,57;12731,76;14331,19;5826,51;5906,65;6626,23;10932,38;32032,80;13170,70;18804,55;7810,56;16107,49;2068,51;8683,75;11566,35;8228,18;14289,91;11185,52;15012,91;8865,83;18768,86;15031,40;10027,56;7150,76;12814,32;21479,72;27838,02;24214,46;5322,73;8010,24;22181,09;21059,38;34784,98;27343,46;23688,46;32000,65;24792,77;35844,21;22470,71;15910,23;19198,00;20151,07;22669,72;21320,66;14070,14;17485,90;9343,38;14649,32;20677,02;21172,63;28343,99;17038,82;21327,18;14066,46;39385,75;85609,32;3855295,44
"231325 Tarrafas";-;-;-;-;-;-;-;-;-;-;2018,68;6939,83;4604,19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;582,42;2983,16;5996,38;5943,92;8064,98;2639,77;5684,20;4506,13;10286,42;2113,09;2717,31;5341,20;4506,74;3029,17;2705,21;2837,25;914,27;1818,38;2460,41;2441,72;2555,63;5765,28;5817,93;3646,82;3412,45;4268,95;286,11;991,26;2932,67;2328,30;2629,12;2409,64;2835,09;847,57;1078,49;1358,28;1429,37;2722,81;1941,47;2234,15;1059,91;-;3246,21;4734,14;6705,63;2380,16;2951,95;2113,77;2775,84;3434,07;4680,25;4403,52;4590,05;3217,98;6674,64;3506,75;3794,24;3840,77;4820,26;2249,11;4006,81;480,04;2641,54;3861,11;3818,22;5578,01;2813,17;7549,06;6416,95;3675,64;3375,74;6113,91;3032,78;2734,72;6290,34;1878,03;4576,54;3043,51;2891,28;4353,13;3280,90;4027,22;1014,81;3039,73;4003,19;2799,22;1957,51;2982,97;2466,17;2328,84;321,68;2498,15;2741,50;5539,01;1817,18;1659,52;2416,05;2949,85;3164,54;3453,50;2448,10;2641,78;4364,72;4275,55;1608,91;212,50;1109,72;2822,44;1648,42;909,61;2491,61;2056,74;2188,08;3638,58;2638,30;3755,30;386207,90
"231330 Tauá";-;-;-;-;-;-;-;-;-;-;-;-;65684,94;58751,37;145699,28;139896,06;126026,90;131602,14;121641,97;95959,57;126887,84;113509,03;76201,17;74455,63;97726,76;108666,18;140164,58;120378,81;136403,28;115903,66;127887,06;144391,80;162467,97;166784,74;170429,48;148020,56;179574,86;183481,35;219896,30;173489,87;197549,24;188367,29;151842,38;157419,92;158238,96;137811,18;123805,67;143308,07;141899,92;159043,65;185239,18;173568,94;150735,72;149374,51;124100,62;135212,68;109631,87;136961,09;161291,21;162425,94;90486,50;112514,77;139133,27;132652,37;139494,18;170948,97;166958,03;165973,66;194705,53;180906,63;179582,97;146285,63;153713,81;192961,13;207686,41;217652,53;178554,24;171406,23;108135,41;59600,08;74542,80;137683,46;79598,01;101183,23;207929,14;194570,70;202747,31;201783,80;231658,30;203834,08;199233,41;210441,81;229144,39;190611,07;168639,76;191694,28;170309,26;174197,22;215056,37;271189,70;235643,94;208752,46;201476,32;184880,96;180058,50;199503,96;187021,92;188235,86;203227,04;209624,31;273168,10;261730,67;236343,59;220330,79;225637,38;231078,08;232507,32;235215,76;194480,83;205280,66;206786,48;184732,01;275292,19;232326,61;230778,02;204876,28;194879,76;199882,33;203882,63;204276,76;222678,45;216307,59;223804,39;199789,25;284334,23;288455,96;317897,09;281363,57;289456,93;289912,01;270443,59;263301,36;275099,76;283755,37;316037,68;328712,39;315872,07;324834,46;341901,02;326858,44;308559,99;320072,86;312538,44;350774,69;315375,81;289845,80;334578,67;325916,74;290711,28;203665,89;269835,09;723434,03;606218,97;699078,05;750521,97;639424,03;539809,15;483434,07;452226,31;310133,14;743806,33;34867900,09
